age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,income
0,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,2,0,2,United-States,<=50K
0,State-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,7th-8th,4,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,3,,<=50K
1,Private,10th,6,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
1,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,1,United-States,<=50K
2,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,Germany,>50K
1,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
0,State-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,3,Columbia,<=50K
2,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,>50K
0,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,Mexico,<=50K
0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,3,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
0,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,2,,<=50K
4,,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,<=50K
1,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,1,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,Mexico,>50K
2,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
1,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Black,Female,0,0,2,Puerto-Rico,<=50K
3,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
3,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,State-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,1,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,<=50K
0,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
3,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,>50K
2,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,2,United-States,>50K
2,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,3,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3,0,2,United-States,>50K
2,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Portugal,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
3,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,1,Puerto-Rico,<=50K
3,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
1,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,4,4,Taiwan,>50K
0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
4,,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,0,United-States,<=50K
3,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,>50K
3,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,3,United-States,<=50K
4,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,Hungary,>50K
4,Private,9th,5,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,2,Mexico,<=50K
2,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
3,Federal-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,<=50K
3,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Local-gov,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,0,0,0,United-States,<=50K
4,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
0,,11th,7,Never-married,,Own-child,Black,Male,0,0,0,United-States,<=50K
1,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,2,United-States,<=50K
0,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,<=50K
4,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,0,2,United-States,>50K
0,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,2,2,Canada,<=50K
0,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,>50K
1,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,>50K
3,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,4,United-States,>50K
1,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Private,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
4,Local-gov,Some-college,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,>50K
3,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,,Assoc-voc,11,Never-married,,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,,HS-grad,9,Never-married,,Unmarried,Black,Male,0,0,2,United-States,<=50K
0,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,2,Mexico,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
3,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,2,2,United-States,<=50K
0,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,,HS-grad,9,Widowed,,Other-relative,White,Female,0,0,0,United-States,<=50K
0,,11th,7,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,2,Laos,<=50K
2,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,3,2,United-States,>50K
1,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,1,United-States,<=50K
4,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,3,United-States,>50K
0,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,0,0,1,United-States,<=50K
2,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,3,United-States,>50K
0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,>50K
0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,3,United-States,<=50K
0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
4,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,<=50K
4,Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,>50K
1,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,>50K
3,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
1,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,Mexico,<=50K
3,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
4,Self-emp-not-inc,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
0,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,9th,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,>50K
0,,10th,6,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
2,State-gov,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,>50K
0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,<=50K
0,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,4,United-States,<=50K
0,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,2,Jamaica,<=50K
3,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
0,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Bachelors,13,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
0,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,1,0,2,United-States,<=50K
2,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
4,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,4,United-States,<=50K
3,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Canada,<=50K
2,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,>50K
3,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Private,Bachelors,13,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
2,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,4,United-States,>50K
1,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
